Ground-truth,frame,xnano,ynano,znano,intensity 
 2623,  8452, 1379.657, 5612.608, 518.296, 803.100 
 2624, 12684, 1382.677, 5675.010, 525.865, 19.951 
 2625, 12685, 1382.677, 5675.010, 525.865, 704.386 
 2626,  4590, 1378.720, 5623.639, 507.844, 329.688 
 2627, 16517, 1376.367, 5658.509, 529.259, 145.399 
 2628, 16518, 1376.367, 5658.509, 529.259, 17.097 
 2629,  5845, 1375.322, 5634.380, 524.010, 85.912 
 2630, 15512, 1392.686, 5630.372, 514.486, 138.387 
 2631, 13208, 1379.727, 5685.989, 518.871, 315.483 
 2632,  7848, 1353.779, 5753.889, 526.878, 52.041 
 2633,  7849, 1353.779, 5753.889, 526.878, 30.926 
 2634,  7661, 1363.613, 5763.243, 527.157, 580.350 
 2635,  7662, 1363.613, 5763.243, 527.157, 610.808 
 2636, 11371, 1378.056, 5702.253, 524.439, 13.528 
 2637, 11372, 1378.056, 5702.253, 524.439, 815.403 
 2638, 11373, 1378.056, 5702.253, 524.439, 567.600 
 2639, 11377, 1378.056, 5702.253, 524.439, 204.498 
 2640, 11381, 1378.056, 5702.253, 524.439, 468.235 
 2641, 11382, 1378.056, 5702.253, 524.439, 801.637 
 2642,  7881, 1365.705, 5771.072, 529.927, 94.574 
 2643, 13595, 1358.162, 5769.511, 525.154, 313.332 
 2644, 19175, 1348.103, 5786.694, 531.197, 698.694 
 2645,  5852, 1360.029, 5763.697, 523.950, 10.960 
 2646,  5853, 1360.029, 5763.697, 523.950, 390.394 
 2647,  5854, 1360.029, 5763.697, 523.950, 96.460 
 2648, 18694, 1368.361, 5774.451, 535.875, 313.940 
 2649, 17092, 1370.363, 5743.644, 536.064, 19.483 
 2650, 17093, 1370.363, 5743.644, 536.064, 138.433 
 2651,  7581, 1377.242, 5702.591, 532.196, 514.407 
 2652,  3252, 1359.190, 5771.314, 529.206, 644.856 
 2653,  3253, 1359.190, 5771.314, 529.206, 448.292 
 2654,  3254, 1359.190, 5771.314, 529.206, 812.678 
 2655,  3255, 1359.190, 5771.314, 529.206, 179.461 
 2656, 18562, 1349.438, 5772.062, 542.109, 297.251 
 2657, 18563, 1349.438, 5772.062, 542.109, 826.209 
 2658, 18564, 1349.438, 5772.062, 542.109, 826.209 
 2659, 18565, 1349.438, 5772.062, 542.109, 74.035 
 2660,  7613, 1367.636, 5756.541, 533.686, 466.646 
 2661,  9876, 1379.504, 5713.651, 528.598, 328.382 
 2662,  9877, 1379.504, 5713.651, 528.598, 323.886 
 2663,  9878, 1379.504, 5713.651, 528.598, 67.175 
 2664, 12437, 1352.111, 5796.105, 549.240, 22.564 
 2665, 16567, 1359.872, 5795.727, 547.272, 518.589 
 2666, 16569, 1359.872, 5795.727, 547.272, 543.389 
 2667, 16570, 1359.872, 5795.727, 547.272, 750.818 
 2668,  2536, 1370.211, 5750.161, 529.258, 220.902 
 2669,  2538, 1370.211, 5750.161, 529.258, 793.045 
 2670,  2539, 1370.211, 5750.161, 529.258, 85.294 
 2671, 15366, 1351.754, 5764.972, 541.768, 208.387 
 2672, 15367, 1351.754, 5764.972, 541.768, 602.016 
 2673, 15373, 1351.754, 5764.972, 541.768, 328.572 
 2674, 17069, 1374.343, 5742.631, 532.572, 83.839 
 2675, 17070, 1374.343, 5742.631, 532.572, 236.339 
 2676, 17073, 1374.343, 5742.631, 532.572, 28.990 
 2677,  2119, 1367.884, 5778.117, 535.438, 442.299 
 2678,  2120, 1367.884, 5778.117, 535.438, 790.726 
 2679,  2121, 1367.884, 5778.117, 535.438, 459.350 
 2680,  2128, 1367.884, 5778.117, 535.438, 74.410 
 2681,  9637, 1347.871, 5781.411, 539.162, 195.830 
 2682, 10697, 1344.889, 5785.379, 543.038, 256.712 
 2683, 10700, 1344.889, 5785.379, 543.038, 448.330 
 2684, 15556, 1375.768, 5721.531, 528.864, 141.414 
 2685, 12335, 1353.621, 5797.148, 548.422, 98.352 
 2686, 12336, 1353.621, 5797.148, 548.422, 259.125 
 2687, 15948, 1364.441, 5740.769, 540.760, 242.182 
 2688, 15949, 1364.441, 5740.769, 540.760, 841.584 
 2689, 15950, 1364.441, 5740.769, 540.760, 147.965 
 2690, 12217, 1361.979, 5729.806, 539.765, 205.440 
 2691,  3561, 1364.570, 5716.796, 521.882, 48.662 
 2692,  3562, 1364.570, 5716.796, 521.882, 797.144 
 2693, 18540, 1348.157, 5780.745, 542.997, 297.701 
 2694, 18541, 1348.157, 5780.745, 542.997, 809.151 
 2695, 18542, 1348.157, 5780.745, 542.997, 809.151 
 2696, 18543, 1348.157, 5780.745, 542.997, 809.151 
 2697, 18544, 1348.157, 5780.745, 542.997, 384.003 
 2698, 13704, 1358.196, 5771.880, 547.416, 257.463 
 2699, 13705, 1358.196, 5771.880, 547.416, 828.988 
 2700, 12876, 1356.360, 5740.686, 524.525, 382.463 
 2701, 16929, 1358.739, 5778.958, 527.134, 163.265 
 2702, 16930, 1358.739, 5778.958, 527.134, 835.224 
 2703, 16931, 1358.739, 5778.958, 527.134, 294.202 
 2704, 16932, 1358.739, 5778.958, 527.134, 65.869 
 2705, 16933, 1358.739, 5778.958, 527.134, 290.567 
 2706, 14332, 1356.708, 5733.784, 532.876, 502.439 
 2707, 14342, 1356.708, 5733.784, 532.876, 148.721 
 2708,  4515, 1344.752, 5789.215, 534.404, 418.302 
 2709, 14060, 1362.427, 5762.977, 527.384, 100.706 
 2710, 14061, 1362.427, 5762.977, 527.384, 754.500 
 2711, 12502, 1377.495, 5701.851, 528.849, 12.658 
 2712,  1242, 1374.859, 5723.303, 535.963, 342.123 
 2713,  1243, 1374.859, 5723.303, 535.963, 843.607 
 2714,  1244, 1374.859, 5723.303, 535.963, 247.077 
 2715,  2955, 1357.661, 5749.221, 540.826, 488.283 
 2716,  6023, 1356.347, 5729.026, 523.085, 417.797 
 2717, 17153, 1373.944, 5714.933, 518.416, 15.902 
 2718, 19104, 1364.870, 5725.424, 538.251, 385.230 
 2719, 19105, 1364.870, 5725.424, 538.251, 12.297 
 2720, 13210, 1365.819, 5708.544, 519.484, 40.301 
 2721, 13211, 1365.819, 5708.544, 519.484, 744.708 
 2722,  9919, 1364.477, 5746.612, 524.760, 573.154 
 2723,  9922, 1364.477, 5746.612, 524.760, 485.500 
 2724,  9923, 1364.477, 5746.612, 524.760, 710.731 
 2725,   820, 1375.223, 5714.711, 526.473, 471.626 
 2726,   821, 1375.223, 5714.711, 526.473, 445.252 
 2727,   822, 1375.223, 5714.711, 526.473, 753.996 
 2728,   823, 1375.223, 5714.711, 526.473, 355.216 
 2729, 17250, 1365.068, 5781.786, 544.974, 313.060 
 2730, 17251, 1365.068, 5781.786, 544.974, 478.053 
 2731, 15023, 1360.201, 5701.590, 520.718, 391.349 
 2732, 15024, 1360.201, 5701.590, 520.718, 247.563 
 2733, 15025, 1360.201, 5701.590, 520.718, 772.342 
 2734, 15026, 1360.201, 5701.590, 520.718, 273.665 
 2735,  2229, 1361.325, 5706.230, 521.923, 232.270 
 2736,  2230, 1361.325, 5706.230, 521.923, 833.518 
 2737,  2231, 1361.325, 5706.230, 521.923, 439.601 
 2738,  1382, 1373.190, 5730.236, 523.753, 752.192 
 2739,  1383, 1373.190, 5730.236, 523.753, 251.196 
 2740,  1384, 1373.190, 5730.236, 523.753, 677.089 
 2741,  1385, 1373.190, 5730.236, 523.753, 562.050 
 2742,  1389, 1373.190, 5730.236, 523.753, 693.334 
 2743,  1390, 1373.190, 5730.236, 523.753, 414.041 
 2744, 15827, 1350.192, 5844.213, 536.537, 690.199 
 2745, 15828, 1350.192, 5844.213, 536.537, 821.974 
 2746, 15829, 1350.192, 5844.213, 536.537, 26.666 
 2747, 17671, 1346.320, 5821.244, 531.735, 396.451 
 2748, 17672, 1346.320, 5821.244, 531.735, 429.720 
 2749,  6211, 1344.183, 5898.073, 546.219, 476.194 
 2750,  6213, 1344.183, 5898.073, 546.219, 124.189 
 2751, 17717, 1351.050, 5870.975, 545.286, 417.435 
 2752, 17718, 1351.050, 5870.975, 545.286, 808.523 
 2753, 17721, 1351.050, 5870.975, 545.286, 354.788 
 2754, 17722, 1351.050, 5870.975, 545.286, 47.183 
 2755, 16040, 1348.491, 5814.113, 533.300, 452.807 
 2756, 16041, 1348.491, 5814.113, 533.300, 788.800 
 2757, 16042, 1348.491, 5814.113, 533.300, 498.531 
 2758, 12984, 1334.759, 5867.080, 543.149, 291.757 
 2759, 12985, 1334.759, 5867.080, 543.149, 781.530 
 2760, 12986, 1334.759, 5867.080, 543.149, 536.452 
 2761, 12987, 1334.759, 5867.080, 543.149, 629.955 
 2762,  3338, 1348.539, 5863.860, 545.188, 409.471 
 2763,  3339, 1348.539, 5863.860, 545.188, 342.376 
 2764,  3340, 1348.539, 5863.860, 545.188, 772.163 
 2765,  3341, 1348.539, 5863.860, 545.188, 369.048 
 2766,  3343, 1348.539, 5863.860, 545.188, 85.062 
 2767,  3345, 1348.539, 5863.860, 545.188, 402.519 
 2768,  3346, 1348.539, 5863.860, 545.188, 601.647 
 2769,  3347, 1348.539, 5863.860, 545.188, 368.276 
 2770,  3348, 1348.539, 5863.860, 545.188, 772.163 
 2771,  3349, 1348.539, 5863.860, 545.188, 90.039 
 2772,  3360, 1348.539, 5863.860, 545.188, 623.754 
 2773,  3361, 1348.539, 5863.860, 545.188, 358.282 
 2774,  3362, 1348.539, 5863.860, 545.188, 425.914 
 2775,  3368, 1348.539, 5863.860, 545.188, 40.191 
 2776,  4798, 1339.374, 5807.950, 540.069, 350.129 
 2777,  4799, 1339.374, 5807.950, 540.069, 825.840 
 2778,  4800, 1339.374, 5807.950, 540.069, 72.083 
 2779,  1527, 1339.836, 5839.829, 538.487, 430.331 
 2780, 12905, 1340.899, 5825.887, 547.564, 241.169 
 2781, 12906, 1340.899, 5825.887, 547.564, 132.803 
 2782,  2511, 1347.741, 5848.732, 540.719, 187.323 
 2783,  2512, 1347.741, 5848.732, 540.719, 796.806 
 2784,  2513, 1347.741, 5848.732, 540.719, 66.255 
 2785,  2429, 1337.272, 5847.997, 544.090, 471.856 
 2786,  2431, 1337.272, 5847.997, 544.090, 497.691 
 2787, 16310, 1337.180, 5891.561, 541.006, 133.434 
 2788, 16311, 1337.180, 5891.561, 541.006, 465.203 
 2789,  9218, 1358.366, 5812.824, 547.557, 62.226 
 2790,  9219, 1358.366, 5812.824, 547.557, 805.757 
 2791,  9220, 1358.366, 5812.824, 547.557, 60.461 
 2792, 14673, 1349.739, 5856.044, 544.919, 383.329 
 2793, 14674, 1349.739, 5856.044, 544.919, 790.952 
 2794, 14675, 1349.739, 5856.044, 544.919, 790.952 
 2795, 14676, 1349.739, 5856.044, 544.919, 497.259 
 2796,  8933, 1356.132, 5829.092, 541.804, 354.522 
 2797,  8934, 1356.132, 5829.092, 541.804, 277.432 
 2798,  8938, 1356.132, 5829.092, 541.804, 369.846 
 2799,  8939, 1356.132, 5829.092, 541.804, 195.124 
 2800,  8954, 1338.965, 5835.180, 546.337, 796.129 
 2801,  8955, 1338.965, 5835.180, 546.337, 426.287 
 2802,  8956, 1338.965, 5835.180, 546.337, 450.783 
 2803,  8957, 1338.965, 5835.180, 546.337, 344.271 
 2804, 11543, 1335.013, 5853.329, 544.203, 214.331 
 2805, 11544, 1335.013, 5853.329, 544.203, 411.556 
 2806, 19107, 1336.291, 5893.366, 545.265, 76.129 
 2807, 17769, 1334.363, 5842.249, 546.022, 97.507 
 2808, 17770, 1334.363, 5842.249, 546.022, 581.279 
 2809, 17771, 1334.363, 5842.249, 546.022, 489.120 
 2810, 17772, 1334.363, 5842.249, 546.022, 798.663 
 2811, 17773, 1334.363, 5842.249, 546.022, 751.651 
 2812,  3432, 1358.141, 5810.439, 543.188, 14.820 
 2813,  3433, 1358.141, 5810.439, 543.188, 65.837 
 2814,  3434, 1358.141, 5810.439, 543.188, 798.761 
 2815,  4105, 1346.563, 5867.663, 543.048, 352.327 
 2816,  4107, 1346.563, 5867.663, 543.048, 94.516 
 2817,  4108, 1346.563, 5867.663, 543.048, 613.838 
 2818,  4111, 1346.563, 5867.663, 543.048, 33.156 
 2819, 10026, 1340.628, 5817.124, 547.484, 543.266 
 2820, 10027, 1340.628, 5817.124, 547.484, 298.303 
 2821,  3119, 1360.560, 5809.780, 543.844, 246.893 
 2822,  3120, 1360.560, 5809.780, 543.844, 795.570 
 2823,  3121, 1360.560, 5809.780, 543.844, 795.570 
 2824,  3122, 1360.560, 5809.780, 543.844, 760.122 
 2825,  3124, 1360.560, 5809.780, 543.844, 706.846 
 2826,  3125, 1360.560, 5809.780, 543.844, 795.570 
 2827,  3126, 1360.560, 5809.780, 543.844, 11.148 
 2828, 14442, 1352.523, 5823.621, 551.626, 221.703 
 2829, 14443, 1352.523, 5823.621, 551.626, 786.122 
 2830, 14444, 1352.523, 5823.621, 551.626, 688.413 
 2831, 14446, 1352.523, 5823.621, 551.626, 325.378 
 2832, 14447, 1352.523, 5823.621, 551.626, 177.752 
 2833, 12247, 1348.631, 5839.534, 554.113, 155.326 
 2834, 12248, 1348.631, 5839.534, 554.113, 780.271 
 2835, 12249, 1348.631, 5839.534, 554.113, 249.069 
 2836, 12251, 1348.631, 5839.534, 554.113, 153.619 
 2837, 12252, 1348.631, 5839.534, 554.113, 411.018 
 2838, 12256, 1348.631, 5839.534, 554.113, 74.623 
 2839, 12257, 1348.631, 5839.534, 554.113, 417.734 
 2840,  5145, 1347.237, 5850.023, 553.868, 664.505 
 2841,  5146, 1347.237, 5850.023, 553.868, 768.908 
 2842,  5147, 1347.237, 5850.023, 553.868, 768.908 
 2843,  5148, 1347.237, 5850.023, 553.868, 768.908 
 2844,  5149, 1347.237, 5850.023, 553.868, 166.038 
 2845,  5150, 1347.237, 5850.023, 553.868, 251.210 
 2846, 18473, 1355.004, 5833.758, 551.034, 53.138 
 2847,  9408, 1343.335, 5899.483, 558.262, 236.021 
 2848, 13953, 1347.975, 5834.379, 557.040, 44.709 
 2849, 14081, 1345.950, 5886.084, 556.919, 57.852 
 2850, 14082, 1345.950, 5886.084, 556.919, 364.093 
 2851, 14084, 1345.950, 5886.084, 556.919, 263.990 
 2852, 14085, 1345.950, 5886.084, 556.919, 606.185 
 2853, 18505, 1349.300, 5848.231, 557.233, 301.249 
 2854, 18506, 1349.300, 5848.231, 557.233, 794.305 
 2855, 18507, 1349.300, 5848.231, 557.233, 794.305 
 2856, 18508, 1349.300, 5848.231, 557.233, 794.305 
 2857, 18509, 1349.300, 5848.231, 557.233, 476.203 
 2858, 19372, 1357.984, 5819.939, 550.463, 76.502 
 2859, 15920, 1342.159, 5848.605, 557.624, 471.529 
 2860, 15921, 1342.159, 5848.605, 557.624, 155.386 
 2861, 15922, 1342.159, 5848.605, 557.624, 56.205 
 2862, 15923, 1342.159, 5848.605, 557.624, 776.021 
 2863, 15924, 1342.159, 5848.605, 557.624, 119.757 
 2864,  2207, 1350.652, 5845.969, 552.634, 14.139 
 2865,  1149, 1337.534, 5864.048, 556.748, 96.970 
 2866,  1150, 1337.534, 5864.048, 556.748, 149.653 
 2867,  8474, 1335.989, 5886.258, 563.265, 680.581 
 2868,  8475, 1335.989, 5886.258, 563.265, 304.453 
 2869, 15103, 1349.251, 5865.847, 553.785, 663.779 
 2870, 15104, 1349.251, 5865.847, 553.785, 258.986 
 2871,  6556, 1357.315, 5840.274, 550.621, 206.879 
 2872,  6557, 1357.315, 5840.274, 550.621, 810.688 
 2873,  6558, 1357.315, 5840.274, 550.621, 810.688 
 2874,  6559, 1357.315, 5840.274, 550.621, 392.635 
 2875,  7536, 1332.066, 5871.599, 553.155, 653.411 
 2876,  7540, 1332.066, 5871.599, 553.155, 36.591 
 2877,  7891, 1335.267, 5920.631, 548.093, 438.840 
 2878,  7892, 1335.267, 5920.631, 548.093, 116.086 
 2879,  3894, 1339.011, 5912.921, 549.386, 117.719 
 2880,  3895, 1339.011, 5912.921, 549.386, 240.667 
 2881,  6854, 1330.708, 5934.648, 547.142, 348.642 
 2882,  6855, 1330.708, 5934.648, 547.142, 337.573 
 2883, 16249, 1337.215, 5900.250, 565.588, 99.048 
 2884, 16250, 1337.215, 5900.250, 565.588, 707.061 
 2885, 12848, 1329.260, 5974.864, 554.852, 293.916 
 2886, 12849, 1329.260, 5974.864, 554.852, 755.265 
 2887, 12850, 1329.260, 5974.864, 554.852, 295.567 
 2888,   166, 1316.587, 5949.392, 557.563, 441.273 
 2889,   167, 1316.587, 5949.392, 557.563, 770.823 
 2890,   168, 1316.587, 5949.392, 557.563, 770.823 
 2891,   169, 1316.587, 5949.392, 557.563, 140.860 
 2892,   117, 1341.396, 5914.358, 552.879, 104.451 
 2893,   118, 1341.396, 5914.358, 552.879, 780.128 
 2894,   119, 1341.396, 5914.358, 552.879, 780.128 
 2895,   120, 1341.396, 5914.358, 552.879, 75.201 
 2896, 18256, 1326.045, 5916.749, 564.777, 256.724 
 2897, 18257, 1326.045, 5916.749, 564.777, 354.906 
 2898, 18262, 1326.045, 5916.749, 564.777, 12.685 
 2899, 15950, 1326.634, 5975.179, 572.084, 649.332 
 2900, 15951, 1326.634, 5975.179, 572.084, 41.800 
 2901,  2863, 1326.419, 5918.483, 563.260, 505.361 
 2902,  2864, 1326.419, 5918.483, 563.260, 685.020 
 2903,  8670, 1318.492, 5989.513, 575.338, 350.007 
 2904,  8671, 1318.492, 5989.513, 575.338, 728.665 
 2905,  8672, 1318.492, 5989.513, 575.338, 728.665 
 2906,  8673, 1318.492, 5989.513, 575.338, 242.438 
 2907,  2650, 1325.237, 5925.333, 565.049, 36.243 
 2908,  2651, 1325.237, 5925.333, 565.049, 726.750 
 2909,  2652, 1325.237, 5925.333, 565.049, 473.365 
 2910,  2653, 1325.237, 5925.333, 565.049, 391.774 
 2911,  5956, 1329.391, 5938.626, 566.792, 210.562 
 2912,  7647, 1320.551, 5939.320, 559.938, 397.963 
 2913, 10122, 1323.000, 5963.341, 555.564, 714.431 
 2914, 10123, 1323.000, 5963.341, 555.564, 30.519 
 2915,  4805, 1320.765, 5912.242, 554.942, 222.915 
 2916,  9480, 1329.813, 5916.552, 564.416, 692.540 
 2917,  9481, 1329.813, 5916.552, 564.416, 371.315 
 2918,  8100, 1327.915, 5905.450, 559.716, 164.953 
 2919,  8101, 1327.915, 5905.450, 559.716, 386.928 
 2920, 17464, 1326.856, 5934.359, 566.033, 317.310 
 2921, 17465, 1326.856, 5934.359, 566.033, 501.119 
 2922, 16607, 1310.773, 5980.497, 567.604, 507.610 
 2923, 16608, 1310.773, 5980.497, 567.604, 237.636 
 2924, 16612, 1310.773, 5980.497, 567.604, 98.613 
 2925, 16613, 1310.773, 5980.497, 567.604, 67.212 
 2926, 15182, 1323.516, 5991.794, 575.737, 397.500 
 2927, 15183, 1323.516, 5991.794, 575.737, 52.779 
 2928, 15184, 1323.516, 5991.794, 575.737, 763.503 
 2929, 15185, 1323.516, 5991.794, 575.737, 763.503 
 2930, 15186, 1323.516, 5991.794, 575.737, 612.086 
 2931, 15187, 1323.516, 5991.794, 575.737, 698.365 
 2932, 15188, 1323.516, 5991.794, 575.737, 154.144 
 2933, 11136, 1329.618, 5948.078, 552.806, 352.266 
 2934, 11137, 1329.618, 5948.078, 552.806, 734.951 
 2935, 11138, 1329.618, 5948.078, 552.806, 118.366 
 2936, 13473, 1325.831, 5982.392, 556.944, 43.210 
 2937,  8032, 1323.901, 5992.813, 574.939, 362.256 
 2938,  8033, 1323.901, 5992.813, 574.939, 115.461 
 2939, 17928, 1324.651, 5982.322, 573.445, 111.303 
 2940, 17929, 1324.651, 5982.322, 573.445, 755.251 
 2941, 17930, 1324.651, 5982.322, 573.445, 755.251 
 2942, 17931, 1324.651, 5982.322, 573.445, 755.251 
 2943, 17932, 1324.651, 5982.322, 573.445, 215.109 
 2944, 17938, 1324.651, 5982.322, 573.445, 95.974 
 2945, 17939, 1324.651, 5982.322, 573.445, 207.563 
 2946, 17940, 1324.651, 5982.322, 573.445, 183.561 
 2947, 15847, 1336.010, 5934.372, 568.158, 561.060 
 2948, 15848, 1336.010, 5934.372, 568.158, 20.833 
 2949, 14485, 1331.664, 5949.812, 571.019, 11.821 
 2950, 14486, 1331.664, 5949.812, 571.019, 765.888 
 2951, 14487, 1331.664, 5949.812, 571.019, 765.888 
 2952, 14488, 1331.664, 5949.812, 571.019, 87.558 
 2953, 14493, 1331.664, 5949.812, 571.019, 735.396 
 2954, 14494, 1331.664, 5949.812, 571.019, 765.888 
 2955, 14495, 1331.664, 5949.812, 571.019, 314.743 
 2956,  7203, 1335.930, 5955.722, 556.648, 787.406 
 2957,  7204, 1335.930, 5955.722, 556.648, 574.796 
 2958,  7207, 1335.930, 5955.722, 556.648, 276.857 
 2959,  7208, 1335.930, 5955.722, 556.648, 787.406 
 2960,  7209, 1335.930, 5955.722, 556.648, 478.483 
 2961,  2088, 1318.595, 5963.359, 557.777, 133.949 
 2962,  2089, 1318.595, 5963.359, 557.777, 116.765 
 2963, 16577, 1323.360, 5916.104, 551.028, 682.999 
 2964, 16578, 1323.360, 5916.104, 551.028, 111.150 
 2965,  2098, 1327.196, 5966.706, 574.352, 574.778 
 2966,  2099, 1327.196, 5966.706, 574.352, 773.307 
 2967,  2100, 1327.196, 5966.706, 574.352, 773.307 
 2968,  2101, 1327.196, 5966.706, 574.352, 773.307 
 2969,  2102, 1327.196, 5966.706, 574.352, 129.645 
 2970,  7217, 1331.603, 5929.646, 565.940, 547.433 
 2971,  7218, 1331.603, 5929.646, 565.940, 417.612 
 2972,  4214, 1309.560, 5996.747, 567.781, 333.378 
 2973,  4215, 1309.560, 5996.747, 567.781, 13.914 
 2974, 16566, 1331.326, 5966.228, 567.892, 343.077 
 2975,  5157, 1326.507, 5908.082, 551.418, 548.223 
 2976,  5158, 1326.507, 5908.082, 551.418, 12.666 
 2977,    93, 1333.242, 5958.474, 567.899, 11.862 
 2978, 16520, 1333.590, 5942.452, 565.948, 18.645 
 2979, 16521, 1333.590, 5942.452, 565.948, 758.285 
 2980, 16522, 1333.590, 5942.452, 565.948, 151.458 
 2981,  6780, 1328.230, 5931.194, 569.776, 684.691 
 2982,  6781, 1328.230, 5931.194, 569.776, 785.812 
 2983,  6782, 1328.230, 5931.194, 569.776, 785.812 
 2984,  6783, 1328.230, 5931.194, 569.776, 785.812 
 2985,  6784, 1328.230, 5931.194, 569.776, 405.268 
 2986,  3764, 1311.152, 6087.954, 584.391, 88.301 
 2987,  3765, 1311.152, 6087.954, 584.391, 372.042 
 2988,  3590, 1306.361, 6043.717, 582.367, 141.983 
 2989,  3591, 1306.361, 6043.717, 582.367, 636.938 
 2990, 13646, 1311.074, 6044.827, 583.973, 351.784 
 2991, 13647, 1311.074, 6044.827, 583.973, 754.435 
 2992, 13648, 1311.074, 6044.827, 583.973, 757.917 
 2993, 13649, 1311.074, 6044.827, 583.973, 638.213 
 2994,  2057, 1305.873, 6047.368, 567.334, 470.992 
 2995,  2058, 1305.873, 6047.368, 567.334, 400.876 
 2996, 13454, 1307.707, 6056.350, 584.040, 9.540 
 2997,  2246, 1316.142, 6040.591, 576.696, 354.924 
 2998,  2247, 1316.142, 6040.591, 576.696, 738.540 
 2999,  2248, 1316.142, 6040.591, 576.696, 738.540 
 3000,  2249, 1316.142, 6040.591, 576.696, 605.689 
 3001, 11340, 1307.845, 6056.013, 586.009, 493.627 
 3002,  8197, 1309.289, 6012.267, 575.072, 42.162 
 3003,  8198, 1309.289, 6012.267, 575.072, 268.213 
 3004,  8199, 1309.289, 6012.267, 575.072, 726.539 
 3005,  8200, 1309.289, 6012.267, 575.072, 293.606 
 3006, 10677, 1301.312, 6039.410, 569.553, 149.725 
 3007,  1190, 1312.811, 6082.477, 581.379, 616.757 
 3008,  1191, 1312.811, 6082.477, 581.379, 738.235 
 3009,  1192, 1312.811, 6082.477, 581.379, 639.798 
 3010,  5535, 1313.869, 6053.783, 565.578, 566.452 
 3011,  5536, 1313.869, 6053.783, 565.578, 730.602 
 3012,  5537, 1313.869, 6053.783, 565.578, 730.602 
 3013,  5538, 1313.869, 6053.783, 565.578, 236.781 
 3014,  8640, 1303.420, 6033.888, 577.338, 91.518 
 3015,  8641, 1303.420, 6033.888, 577.338, 337.097 
 3016,  8647, 1303.420, 6033.888, 577.338, 437.995 
 3017,  8648, 1303.420, 6033.888, 577.338, 395.739 
 3018, 19887, 1318.391, 6041.746, 574.299, 107.241 
 3019, 19890, 1318.391, 6041.746, 574.299, 161.572 
 3020, 19891, 1318.391, 6041.746, 574.299, 252.922 
 3021, 19893, 1318.391, 6041.746, 574.299, 18.464 
 3022, 19894, 1318.391, 6041.746, 574.299, 762.581 
 3023, 19895, 1318.391, 6041.746, 574.299, 321.724 
 3024, 11672, 1304.256, 6021.852, 566.968, 235.983 
 3025, 11673, 1304.256, 6021.852, 566.968, 725.349 
 3026, 11674, 1304.256, 6021.852, 566.968, 195.400 
 3027, 11677, 1304.256, 6021.852, 566.968, 286.640 
 3028, 18934, 1308.071, 6071.801, 589.024, 263.396 
 3029, 12837, 1301.416, 6066.734, 584.513, 686.586 
 3030, 12838, 1301.416, 6066.734, 584.513, 277.062 
 3031, 12842, 1301.416, 6066.734, 584.513, 640.698 
 3032, 12843, 1301.416, 6066.734, 584.513, 742.438 
 3033, 12844, 1301.416, 6066.734, 584.513, 533.964 
 3034,  1392, 1314.078, 6023.891, 580.010, 253.703 
 3035,  1393, 1314.078, 6023.891, 580.010, 738.215 
 3036,  1394, 1314.078, 6023.891, 580.010, 48.734 
 3037, 17563, 1308.333, 6010.091, 579.392, 109.725 
 3038, 17564, 1308.333, 6010.091, 579.392, 736.911 
 3039, 17565, 1308.333, 6010.091, 579.392, 203.202 
